  0.239E+00 

 -------------neutrino information follows----------                                                                              
                                                                                                                                  
   21 0.406E+06 0.997E+00 0.545E-03 0.141E+15

finished with time-=  0.875E+00 


  0.975E+00 

 -------------neutrino information follows----------                                                                              
                                                                                                                                  
       onue-          oanue-         omutaue-      tot e-out                                                                      
      2.384e+52      2.196e+52      7.888e+52      1.247e+53                                                                      
                                                                                                                                  
       onun           oanun          omutaun       tot n out                                                                      
      1.471e+57      1.016e+57      2.817e+57      5.304e+57                                                                      
                                                                                                                                  
  2.463e+52     2.272e+52    8.116e+52                                                        
                                                                                                                                  
  1.667e+06           1.646e+06    1.742e+06                                     
                                                                                                                                  
  1.072e+00      8.632e-01                                                                          
                                                                                                                                  
          neutrino edit r=  3.000e+07                                                                                             
                                                                                                                                  
  1.257e+04    1.611e+04    2.319e+04                                

    j    g         f          h        hm
    1 0.400E+04 0.164E+30 0.471E+29 0.102E+30
    2 0.504E+04 0.292E+30 0.116E+30 0.182E+30
    3 0.635E+04 0.495E+30 0.236E+30 0.316E+30
    4 0.800E+04 0.760E+30 0.422E+30 0.530E+30
    5 0.101E+05 0.100E+31 0.670E+30 0.845E+30
    6 0.127E+05 0.106E+31 0.917E+30 0.126E+31
    7 0.160E+05 0.880E+30 0.104E+31 0.173E+31
    8 0.202E+05 0.556E+30 0.921E+30 0.212E+31
    9 0.254E+05 0.257E+30 0.587E+30 0.221E+31
   10 0.320E+05 0.793E+29 0.246E+30 0.186E+31
   11 0.403E+05 0.146E+29 0.606E+29 0.118E+31
   12 0.508E+05 0.139E+28 0.775E+28 0.503E+30
   13 0.640E+05 0.587E+26 0.434E+27 0.130E+30
   14 0.806E+05 0.860E+24 0.862E+25 0.175E+29
   15 0.102E+06 0.333E+22 0.473E+23 0.104E+28
   16 0.128E+06 0.260E+19 0.568E+20 0.212E+26
   17 0.161E+06 0.274E+15 0.122E+17 0.479E+23
   18 0.203E+06 0.327E+10 0.415E+12 0.601E+21
   19 0.256E+06 0.182E+09 0.312E+07 0.349E+19
   20 0.323E+06 0.338E+08 0.179E+04 0.296E+17
   21 0.406E+06 0.654E+08 0.510E+03 0.177E+15

finished with time-=  0.975E+00 


  0.150E+01 

 -------------neutrino information follows----------                                                                              
                                                                                                                                  
       onue-          oanue-         omutaue-      tot e-out                                                                      
      2.787e+52      2.651e+52      9.477e+52      1.491e+53                                                                      
                                                                                                                                  
       onun           oanun          omutaun       tot n out                                                                      
      1.663e+57      1.189e+57      3.228e+57      6.080e+57                                                                      
                                                                                                                                  
  2.861e+52     2.733e+52    9.723e+52                                                        
                                                                                                                                  
  1.393e+06           1.389e+06    1.451e+06                                     
                                                                                                                                  
  1.090e+00      8.351e-01                                                                          
                                                                                                                                  
          neutrino edit r=  3.000e+07                                                                                             
                                                                                                                                  
  1.265e+04    1.647e+04    2.494e+04                                

    j    g         f          h        hm
    1 0.400E+04 0.109E+30 0.170E+29 0.554E+29
    2 0.504E+04 0.197E+30 0.556E+29 0.963E+29
    3 0.635E+04 0.340E+30 0.139E+30 0.162E+30
    4 0.800E+04 0.533E+30 0.268E+30 0.256E+30
    5 0.101E+05 0.713E+30 0.432E+30 0.398E+30
    6 0.127E+05 0.759E+30 0.595E+30 0.602E+30
    7 0.160E+05 0.623E+30 0.681E+30 0.867E+30
    8 0.202E+05 0.392E+30 0.614E+30 0.113E+31
    9 0.254E+05 0.183E+30 0.401E+30 0.127E+31
   10 0.320E+05 0.589E+29 0.173E+30 0.115E+31
   11 0.403E+05 0.115E+29 0.448E+29 0.794E+30
   12 0.508E+05 0.124E+28 0.620E+28 0.384E+30
   13 0.640E+05 0.606E+26 0.404E+27 0.120E+30
   14 0.806E+05 0.118E+25 0.106E+26 0.214E+29
   15 0.102E+06 0.697E+22 0.130E+25 0.196E+28
   16 0.128E+06 0.110E+20 0.573E+25 0.766E+26
   17 0.161E+06 0.731E+18 0.171E+26 0.101E+25
   18 0.203E+06 0.849E+19 0.322E+26 0.386E+22
   19 0.256E+06 0.345E+21 0.365E+26 0.152E+19
   20 0.323E+06 0.131E+23 0.224E+26 0.155E+17
   21 0.406E+06 0.288E+24 0.560E+25 0.959E+14

finished with time-=  0.150E+01 


  0.175E+01 

 -------------neutrino information follows----------                                                                              
                                                                                                                                  
       onue-          oanue-         omutaue-      tot e-out                                                                      
      2.937e+52      2.813e+52      1.001e+53      1.576e+53                                                                      
                                                                                                                                  
       onun           oanun          omutaun       tot n out                                                                      
      1.735e+57      1.249e+57      3.361e+57      6.346e+57                                                                      
                                                                                                                                  
  2.991e+52     2.877e+52    1.019e+53                                                        
                                                                                                                                  
  1.326e+06           1.328e+06    1.381e+06                                     
                                                                                                                                  
  1.096e+00      8.270e-01                                                                          
                                                                                                                                  
          neutrino edit r=  3.000e+07                                                                                             
                                                                                                                                  
  1.211e+04    1.621e+04    2.437e+04                                

    j    g         f          h        hm
    1 0.400E+04 0.884E+29 0.912E+28 0.465E+29
    2 0.504E+04 0.158E+30 0.351E+29 0.824E+29
    3 0.635E+04 0.270E+30 0.103E+30 0.142E+30
    4 0.800E+04 0.419E+30 0.208E+30 0.235E+30
    5 0.101E+05 0.542E+30 0.336E+30 0.374E+30
    6 0.127E+05 0.548E+30 0.459E+30 0.569E+30
    7 0.160E+05 0.421E+30 0.516E+30 0.808E+30
    8 0.202E+05 0.247E+30 0.451E+30 0.103E+31
    9 0.254E+05 0.108E+30 0.282E+30 0.113E+31
   10 0.320E+05 0.323E+29 0.115E+30 0.996E+30
   11 0.403E+05 0.587E+28 0.282E+29 0.664E+30
   12 0.508E+05 0.564E+27 0.367E+28 0.308E+30
   13 0.640E+05 0.255E+26 0.225E+27 0.909E+29
   14 0.806E+05 0.432E+24 0.583E+25 0.155E+29
   15 0.102E+06 0.242E+22 0.564E+24 0.136E+28
   16 0.128E+06 0.386E+19 0.257E+25 0.509E+26
