time =  5.0629E-01  time past bounce =  2.0128E-04  cycle =  5.1050E+03
     Lnue =  1.1087E+53  Lanue =  2.0825E+47  Lmutau =  5.8113E+46
   21 4.06375E+05 6.78677E-01 2.53172E-11 3.95761E+01


time =  5.0789E-01  time past bounce =  1.8014E-03  cycle =  5.3550E+03
     Lnue =  1.0811E+53  Lanue =  3.4646E+50  Lmutau =  3.4456E+51
    j      g           f           h           hm
    1 4.00000E+03 2.39867E+30 1.02908E+29 1.11136E+30
    2 5.03969E+03 6.06795E+30 1.21833E+29 1.29829E+30
    3 6.34961E+03 1.46540E+31 1.04224E+29 1.05233E+30
    4 8.00000E+03 2.81546E+31 7.19552E+28 8.07639E+29
    5 1.00794E+04 3.03817E+31 4.51162E+28 5.78642E+29
    6 1.26992E+04 1.31136E+31 2.50558E+28 3.80158E+29
    7 1.60000E+04 4.54976E+30 1.19425E+28 2.23923E+29
    8 2.01587E+04 1.19884E+30 4.69500E+27 1.14943E+29
    9 2.53984E+04 2.23346E+29 1.44807E+27 4.96127E+28
   10 3.20000E+04 2.68851E+28 3.28974E+26 1.72131E+28
   11 4.03175E+04 1.86662E+27 5.08442E+25 4.53556E+27
   12 5.07969E+04 6.47875E+25 4.83668E+24 8.44986E+26
   13 6.40000E+04 9.38764E+23 2.49628E+23 1.01714E+26
   14 8.06350E+04 4.52526E+21 5.96285E+21 7.06196E+24
   15 1.01594E+05 5.45150E+18 5.39591E+19 2.45110E+23
   16 1.28000E+05 9.14933E+16 1.43733E+17 3.55162E+21
   17 1.61270E+05 1.30800E+15 8.20119E+13 1.71204E+19
   18 2.03187E+05 4.05569E+11 6.71580E+09 2.06246E+16
   19 2.56000E+05 5.91659E+06 4.76517E+04 4.33027E+12
   20 3.22540E+05 3.18679E+00 1.55139E-02 1.00621E+08
   21 4.06375E+05 7.02035E-01 1.04031E-10 1.46026E+02


time =  5.0809E-01  time past bounce =  2.0041E-03  cycle =  5.3830E+03
     Lnue =  1.2549E+53  Lanue =  1.0195E+51  Lmutau =  1.3084E+52
    j      g           f           h           hm
    1 4.00000E+03 3.99343E+30 2.03850E+29 2.32537E+30
    2 5.03969E+03 9.89410E+30 2.71882E+29 3.10327E+30
    3 6.34961E+03 2.19113E+31 2.99750E+29 3.33059E+30
    4 8.00000E+03 3.51466E+31 2.29930E+29 2.57987E+30
    5 1.00794E+04 3.15382E+31 1.44167E+29 1.84838E+30
    6 1.26992E+04 1.36128E+31 8.00649E+28 1.21435E+30
    7 1.60000E+04 4.72295E+30 3.81618E+28 7.15284E+29
    8 2.01587E+04 1.24447E+30 1.50027E+28 3.67168E+29
    9 2.53984E+04 2.31848E+29 4.62724E+27 1.58480E+29
   10 3.20000E+04 2.79085E+28 1.05122E+27 5.49845E+28
   11 4.03175E+04 1.93767E+27 1.62471E+26 1.44881E+28
   12 5.07969E+04 6.72537E+25 1.54554E+25 2.69917E+27
   13 6.40000E+04 9.74498E+23 7.97676E+23 3.24910E+26
   14 8.06350E+04 4.69752E+21 1.90540E+22 2.25583E+25
   15 1.01594E+05 5.65901E+18 1.72424E+20 7.82965E+23
   16 1.28000E+05 7.26515E+16 4.59292E+17 1.13451E+22
   17 1.61270E+05 9.37003E+14 2.62066E+14 5.46883E+19
   18 2.03187E+05 2.42792E+11 2.14601E+10 6.58819E+16
   19 2.56000E+05 2.54211E+06 1.52269E+05 1.38323E+13
   20 3.22540E+05 9.39033E-01 4.95741E-02 3.21417E+08
   21 4.06375E+05 6.98798E-01 3.32427E-10 4.66458E+02


time =  5.0829E-01  time past bounce =  2.2028E-03  cycle =  5.4100E+03
     Lnue =  1.5875E+53  Lanue =  2.0779E+51  Lmutau =  3.6454E+52
    j      g           f           h           hm
    1 4.00000E+03 5.76521E+30 2.64069E+29 3.17951E+30
    2 5.03969E+03 1.37766E+31 3.81304E+29 4.63313E+30
    3 6.34961E+03 2.91568E+31 4.94922E+29 6.05337E+30
    4 8.00000E+03 4.45698E+31 5.06685E+29 6.55399E+30
    5 1.00794E+04 3.87689E+31 3.52249E+29 5.66312E+30
    6 1.26992E+04 1.67337E+31 1.95626E+29 3.72058E+30
    7 1.60000E+04 5.80576E+30 9.32423E+28 2.19151E+30
    8 2.01587E+04 1.52979E+30 3.66567E+28 1.12494E+30
    9 2.53984E+04 2.85003E+29 1.13059E+28 4.85555E+29
   10 3.20000E+04 3.43069E+28 2.56850E+27 1.68463E+29
   11 4.03175E+04 2.38191E+27 3.96972E+26 4.43891E+28
   12 5.07969E+04 8.26727E+25 3.77629E+25 8.26980E+27
   13 6.40000E+04 1.19792E+24 1.94900E+24 9.95468E+26
   14 8.06350E+04 5.77450E+21 4.65556E+22 6.91148E+25
   15 1.01594E+05 6.95644E+18 4.21291E+20 2.39887E+24
   16 1.28000E+05 6.05711E+16 1.12221E+18 3.47594E+22
   17 1.61270E+05 7.21291E+14 6.40317E+14 1.67556E+20
   18 2.03187E+05 1.62112E+11 5.24344E+10 2.01851E+17
   19 2.56000E+05 1.30394E+06 3.72046E+05 4.23799E+13
   20 3.22540E+05 8.32729E-01 1.21127E-01 9.84767E+08
   21 4.06375E+05 6.97439E-01 8.12232E-10 1.42915E+03


time =  5.0849E-01  time past bounce =  2.4031E-03  cycle =  5.4370E+03
     Lnue =  2.2838E+53  Lanue =  3.4412E+51  Lmutau =  7.6691E+52
    j      g           f           h           hm
    1 4.00000E+03 7.20577E+30 2.94913E+29 3.67083E+30
    2 5.03969E+03 1.61889E+31 4.46801E+29 5.63723E+30
